seed,mode,n_states,sigma_max_mean,sigma_max_sd,sigma_min_mean,sigma_min_sd,kappa_mean,kappa_median,kappa_sd,fro_mean,nuc_mean,elapsed_s
16,wrong_traj,400,0.8983654640451236,0.2708091960586048,0.09114537166178828,0.08880063283372404,54.229856375314824,13.867597293707163,177.9934297915372,1.1690346111928183,2.114877018955068,
17,clone,400,0.9411188888639379,0.2404547311690768,0.11960299801192491,0.12585090280795994,433.61437805953733,12.783959111088041,3011.8912473673163,1.2800811359223305,2.366858973844343,
17,normmatched_clone,400,0.966867475385649,0.24884263273210674,0.12681976024022304,0.12642974653368388,43.83641300447756,11.59049217685719,124.11808470965994,1.3298959789588118,2.5068400374621076,
17,self,400,1.026399060665498,0.2298765079093474,0.11699600454857365,0.12412630399594024,84.81999973380952,14.623833301305924,307.247963840262,1.4142229633330896,2.653392020811799,106.20272636413574
17,wrong_traj,400,1.0284888411388255,0.22529240036934883,0.12958206371331335,0.12929376149952837,59.70007018622663,11.728233671703554,151.35183987640505,1.4353859207150743,2.7215977174303707,
18,clone,400,1.1098940209776895,0.2856845716044889,0.09038956211992666,0.07610333858579117,53.324476155673395,16.12784499412085,157.30625028741008,1.489227413233949,2.768377265960033,
18,normmatched_clone,400,1.0706041569202218,0.3247009793997954,0.08943618942706155,0.07368905874547425,135.68388226974355,14.231665053935732,707.4162803899103,1.4330321356138334,2.662068262941963,
18,self,400,1.1639791625998404,0.3267511213651615,0.10054749316409665,0.0815189054998459,90.1324424138786,14.045889326855036,557.7717195427726,1.519353575515667,2.7500953477026053,106.51485919952393
18,wrong_traj,400,1.1763010660776458,0.3232219941359947,0.10403105280586918,0.0848907886982778,69.93965945753375,14.03750082192872,180.6448987812472,1.5385056306424982,2.7876101223611287,
19,clone,400,1.0667621907145175,0.26055391942988354,0.09678237453978934,0.11713947999255447,719.18830698209,20.618180932378714,3928.0972725207953,1.51388600463457,2.8246447404417516,
19,normmatched_clone,400,1.0994306178196183,0.2638179980489437,0.13967241946689657,0.14337652274756563,133.74268217748153,13.771872989015856,912.7617287274925,1.6098076924104374,3.0883526110791997,
19,self,400,1.1574170583541232,0.19047432842115766,0.15534179620646144,0.15799425157721583,87.86381329616715,12.937976482012353,360.4247756825848,1.6266512070165027,3.081257724917726,107.29004216194153
19,wrong_traj,400,1.1426279185867037,0.1972824509355628,0.15931974531024534,0.16187751665334912,89.09447651038644,13.643950666619432,298.1581240742782,1.6165621712375466,3.0753012433912317,
