seed_model,alpha,interp_type,acc_t1,acc_t3,gain
16,0.9,zero,0.800000,0.835000,0.035000
16,0.9,shuffle,0.800000,0.850000,0.050000
16,0.9,clone,0.800000,0.850000,0.050000
16,1.0,zero,0.800000,0.840000,0.040000
16,1.0,shuffle,0.800000,0.840000,0.040000
16,1.0,clone,0.800000,0.840000,0.040000
17,0.0,zero,0.680000,0.680000,0.000000
17,0.0,shuffle,0.680000,0.530000,-0.150000
17,0.0,clone,0.680000,0.540000,-0.140000
17,0.1,zero,0.680000,0.720000,0.040000
17,0.1,shuffle,0.680000,0.545000,-0.135000
17,0.1,clone,0.680000,0.565000,-0.115000
17,0.2,zero,0.680000,0.735000,0.055000
17,0.2,shuffle,0.680000,0.565000,-0.115000
17,0.2,clone,0.680000,0.610000,-0.070000
17,0.3,zero,0.680000,0.730000,0.050000
17,0.3,shuffle,0.680000,0.585000,-0.095000
17,0.3,clone,0.680000,0.610000,-0.070000
17,0.4,zero,0.680000,0.725000,0.045000
17,0.4,shuffle,0.680000,0.590000,-0.090000
17,0.4,clone,0.680000,0.615000,-0.065000
17,0.5,zero,0.680000,0.710000,0.030000
17,0.5,shuffle,0.680000,0.590000,-0.090000
17,0.5,clone,0.680000,0.635000,-0.045000
17,0.6,zero,0.680000,0.710000,0.030000
17,0.6,shuffle,0.680000,0.615000,-0.065000
17,0.6,clone,0.680000,0.645000,-0.035000
17,0.7,zero,0.680000,0.725000,0.045000
17,0.7,shuffle,0.680000,0.675000,-0.005000
17,0.7,clone,0.680000,0.685000,0.005000
17,0.8,zero,0.680000,0.725000,0.045000
17,0.8,shuffle,0.680000,0.690000,0.010000
17,0.8,clone,0.680000,0.700000,0.020000
17,0.9,zero,0.680000,0.730000,0.050000
17,0.9,shuffle,0.680000,0.710000,0.030000
17,0.9,clone,0.680000,0.720000,0.040000
17,1.0,zero,0.680000,0.735000,0.055000
17,1.0,shuffle,0.680000,0.735000,0.055000
17,1.0,clone,0.680000,0.735000,0.055000
18,0.0,zero,0.780000,0.780000,0.000000
18,0.0,shuffle,0.780000,0.670000,-0.110000
18,0.0,clone,0.780000,0.800000,0.020000
18,0.1,zero,0.780000,0.785000,0.005000
18,0.1,shuffle,0.780000,0.700000,-0.080000
18,0.1,clone,0.780000,0.810000,0.030000
18,0.2,zero,0.780000,0.810000,0.030000
18,0.2,shuffle,0.780000,0.705000,-0.075000
18,0.2,clone,0.780000,0.815000,0.035000
18,0.3,zero,0.780000,0.815000,0.035000
18,0.3,shuffle,0.780000,0.720000,-0.060000
18,0.3,clone,0.780000,0.820000,0.040000
18,0.4,zero,0.780000,0.815000,0.035000
18,0.4,shuffle,0.780000,0.765000,-0.015000
18,0.4,clone,0.780000,0.825000,0.045000
18,0.5,zero,0.780000,0.815000,0.035000
18,0.5,shuffle,0.780000,0.795000,0.015000
18,0.5,clone,0.780000,0.835000,0.055000
18,0.6,zero,0.780000,0.830000,0.050000
18,0.6,shuffle,0.780000,0.820000,0.040000
18,0.6,clone,0.780000,0.845000,0.065000
18,0.7,zero,0.780000,0.825000,0.045000
18,0.7,shuffle,0.780000,0.820000,0.040000
18,0.7,clone,0.780000,0.820000,0.040000
18,0.8,zero,0.780000,0.820000,0.040000
18,0.8,shuffle,0.780000,0.825000,0.045000
18,0.8,clone,0.780000,0.825000,0.045000
18,0.9,zero,0.780000,0.820000,0.040000
18,0.9,shuffle,0.780000,0.820000,0.040000
18,0.9,clone,0.780000,0.825000,0.045000
18,1.0,zero,0.780000,0.825000,0.045000
18,1.0,shuffle,0.780000,0.825000,0.045000
18,1.0,clone,0.780000,0.825000,0.045000
19,0.0,zero,0.820000,0.820000,0.000000
19,0.0,shuffle,0.820000,0.685000,-0.135000
19,0.0,clone,0.820000,0.585000,-0.235000
19,0.1,zero,0.820000,0.820000,0.000000
19,0.1,shuffle,0.820000,0.700000,-0.120000
19,0.1,clone,0.820000,0.635000,-0.185000
19,0.2,zero,0.820000,0.825000,0.005000
19,0.2,shuffle,0.820000,0.740000,-0.080000
19,0.2,clone,0.820000,0.660000,-0.160000
19,0.3,zero,0.820000,0.825000,0.005000
19,0.3,shuffle,0.820000,0.775000,-0.045000
19,0.3,clone,0.820000,0.680000,-0.140000
19,0.4,zero,0.820000,0.815000,-0.005000
19,0.4,shuffle,0.820000,0.825000,0.005000
19,0.4,clone,0.820000,0.705000,-0.115000
19,0.5,zero,0.820000,0.825000,0.005000
19,0.5,shuffle,0.820000,0.845000,0.025000
19,0.5,clone,0.820000,0.725000,-0.095000
19,0.6,zero,0.820000,0.830000,0.010000
19,0.6,shuffle,0.820000,0.855000,0.035000
19,0.6,clone,0.820000,0.730000,-0.090000
19,0.7,zero,0.820000,0.835000,0.015000
19,0.7,shuffle,0.820000,0.845000,0.025000
19,0.7,clone,0.820000,0.760000,-0.060000
19,0.8,zero,0.820000,0.835000,0.015000
19,0.8,shuffle,0.820000,0.850000,0.030000
19,0.8,clone,0.820000,0.795000,-0.025000
19,0.9,zero,0.820000,0.830000,0.010000
19,0.9,shuffle,0.820000,0.845000,0.025000
19,0.9,clone,0.820000,0.810000,-0.010000
19,1.0,zero,0.820000,0.830000,0.010000
19,1.0,shuffle,0.820000,0.830000,0.010000
19,1.0,clone,0.820000,0.830000,0.010000
