w1,w2,w3,tau,seed_model,acc_t1,acc_t2,acc_t3,gain,r_norm,delta_norm
0.0,0.1,1.0,3.0,9,0.82,0.835,0.82,0.0,2.054735211541645,1.3565748983117691
0.0,0.1,1.0,5.0,1,0.825,0.875,0.87,0.04500000000000004,1.6203417356138072,1.3106881613115302
0.0,0.1,1.0,3.0,5,0.775,0.78,0.775,0.0,2.018345407363105,1.087597334559819
0.0,0.1,1.0,3.0,3,0.77,0.755,0.795,0.025000000000000022,2.7082175732250477,1.9144646886223768
0.0,0.1,1.0,3.0,2,0.655,0.785,0.8,0.14500000000000002,2.5904450155126266,2.147459612564247
0.0,0.1,1.0,5.0,0,0.79,0.83,0.85,0.05999999999999994,1.583346449267044,1.313033553645242
0.0,0.1,1.0,3.0,6,0.77,0.74,0.73,-0.040000000000000036,1.698598123065406,0.7883984049209114
0.0,0.1,1.0,5.0,2,0.71,0.795,0.81,0.10000000000000009,2.0575165049422646,1.6448346627494086
0.0,0.1,1.0,3.0,7,0.805,0.835,0.82,0.014999999999999902,1.8932902409483245,1.239256242601472
0.0,0.1,1.0,3.0,8,0.71,0.79,0.785,0.07500000000000007,2.141254459291811,1.3951456689971808
0.0,0.1,1.0,5.0,9,0.815,0.825,0.825,0.010000000000000009,1.4540510836011016,0.9365352771695572
0.0,0.1,1.0,5.0,5,0.785,0.795,0.795,0.010000000000000009,1.4195930079084038,0.7351932797729505
0.0,0.1,1.0,5.0,8,0.775,0.775,0.77,-0.0050000000000000044,1.3326892568805897,0.7731154310161129
0.0,0.1,1.0,5.0,3,0.78,0.795,0.795,0.015000000000000013,1.8605888901690095,1.1817153954491781
0.0,0.1,1.0,5.0,7,0.815,0.84,0.815,0.0,1.3645135307219851,0.9183988361105926
0.0,0.1,1.0,5.0,4,0.8,0.875,0.895,0.09499999999999997,1.7091292178610933,1.146191594533623
0.0,0.1,1.0,5.0,6,0.795,0.77,0.76,-0.03500000000000003,1.1427796099918464,0.5449505805092736
0.0,0.2,1.0,1.0,0,0.74,0.82,0.795,0.05500000000000005,3.4533829207467046,2.0161936055332466
0.0,0.2,1.0,1.0,2,0.68,0.75,0.805,0.125,3.4909599664465882,2.572963486790187
0.0,0.2,1.0,1.0,1,0.785,0.81,0.8,0.015000000000000013,3.3585629044000966,2.0840771048437734
0.0,0.2,1.0,1.0,3,0.7,0.78,0.77,0.07000000000000006,3.465162841666547,2.0411079324185124
0.0,0.2,1.0,1.0,4,0.71,0.73,0.79,0.08000000000000007,3.8117482524206796,2.489349384568363
0.0,0.2,1.0,1.0,5,0.725,0.77,0.78,0.05500000000000005,3.0047107347456246,1.6268620968622025
0.0,0.2,1.0,1.0,6,0.705,0.68,0.675,-0.029999999999999916,3.092611692037261,1.3089423829650952
0.0,0.2,1.0,1.0,8,0.64,0.745,0.745,0.10499999999999998,3.4258549300209746,2.37198450969943
0.0,0.2,1.0,1.5,1,0.785,0.85,0.845,0.05999999999999994,3.0758506962584873,1.8895817600557885
0.0,0.2,1.0,1.0,7,0.77,0.78,0.765,-0.0050000000000000044,3.0385097632330162,1.6618228100963406
0.0,0.2,1.0,1.5,0,0.8,0.83,0.855,0.05499999999999994,3.1714454657671616,1.9310327744172509
0.0,0.2,1.0,1.5,2,0.66,0.775,0.79,0.13,3.198569328261651,2.566300591050641
0.0,0.2,1.0,1.0,9,0.75,0.825,0.815,0.06499999999999995,3.3076131107366473,2.2774564268327033
0.0,0.2,1.0,1.5,7,0.8,0.82,0.795,-0.0050000000000000044,2.6713327807998,1.6090020359467652
0.0,0.2,1.0,1.5,6,0.74,0.68,0.68,-0.05999999999999994,2.5973295240665903,1.102411100097616
0.0,0.2,1.0,1.5,8,0.67,0.765,0.76,0.08999999999999997,3.1915576353315562,2.200533024986508
0.0,0.2,1.0,1.5,5,0.735,0.795,0.78,0.04500000000000004,2.811189055471972,1.4571051747049717
0.0,0.2,1.0,2.0,2,0.635,0.79,0.805,0.17000000000000004,2.94667226908629,2.421215035340464
0.0,0.2,1.0,1.5,9,0.765,0.835,0.83,0.06499999999999995,2.8268032426671117,1.813996537530343
0.0,0.2,1.0,1.5,4,0.78,0.86,0.855,0.07499999999999996,3.22896618091818,1.654079056076953
0.0,0.2,1.0,2.0,0,0.8,0.825,0.82,0.019999999999999907,2.6197277097072083,1.899242464909192
0.0,0.2,1.0,1.5,3,0.715,0.75,0.78,0.06500000000000006,3.2874673832859775,1.9427668912043554
0.0,0.2,1.0,2.0,1,0.8,0.85,0.845,0.04499999999999993,2.742641241049258,1.7983904594520368
0.0,0.2,1.0,2.0,3,0.755,0.78,0.795,0.040000000000000036,2.9636319319234685,1.9502273544790392
0.0,0.2,1.0,2.0,5,0.735,0.775,0.8,0.06500000000000006,2.526944990950893,1.2986991511171726
0.0,0.2,1.0,2.0,4,0.78,0.835,0.845,0.06499999999999995,2.727430638055597,1.6943307928686502
0.0,0.2,1.0,3.0,1,0.81,0.86,0.85,0.039999999999999925,2.2226903342304367,1.64161931581891
0.0,0.2,1.0,2.0,8,0.7,0.765,0.75,0.050000000000000044,2.8418469857527544,1.868462667786058
0.0,0.2,1.0,2.0,7,0.82,0.84,0.825,0.0050000000000000044,2.3372301723376943,1.443705459673812
