task,seed,epoch,acc_t1,acc_t3,gain_baseline,gain_a,gain_c1,gain_c2
static,5,700,0.745,0.76,0.015000000000000013,0.0,-0.04500000000000004,-0.0050000000000000044
static,5,800,0.75,0.76,0.010000000000000009,0.0,-0.03500000000000003,-0.015000000000000013
static,5,900,0.74,0.775,0.03500000000000003,0.0,-0.0050000000000000044,-0.0050000000000000044
static,5,1000,0.745,0.78,0.03500000000000003,0.0,-0.020000000000000018,0.015000000000000013
static,6,0,0.27,0.285,0.014999999999999958,0.0,0.044999999999999984,-0.04500000000000001
static,6,10,0.305,0.295,-0.010000000000000009,0.0,0.010000000000000009,-0.07499999999999998
static,6,25,0.31,0.27,-0.03999999999999998,0.0,0.010000000000000009,-0.05499999999999999
static,6,50,0.305,0.305,0.0,0.0,0.030000000000000027,-0.03999999999999998
static,6,75,0.335,0.315,-0.020000000000000018,0.0,0.02999999999999997,-0.05499999999999999
static,6,100,0.345,0.33,-0.014999999999999958,0.0,0.030000000000000027,-0.05499999999999999
static,6,150,0.395,0.35,-0.04500000000000004,0.0,0.014999999999999958,-0.09000000000000002
static,6,200,0.4,0.39,-0.010000000000000009,0.0,0.009999999999999953,-0.05500000000000005
static,6,300,0.46,0.435,-0.025000000000000022,0.0,-0.010000000000000009,-0.04500000000000004
static,6,400,0.525,0.48,-0.04500000000000004,0.0,-0.0050000000000000044,-0.0050000000000000044
static,6,500,0.635,0.57,-0.06500000000000006,0.0,-0.050000000000000044,-0.07000000000000006
static,6,600,0.665,0.63,-0.03500000000000003,0.0,-0.04500000000000004,-0.07000000000000006
static,6,700,0.715,0.675,-0.039999999999999925,0.0,-0.06499999999999995,-0.07499999999999996
static,6,800,0.74,0.73,-0.010000000000000009,0.0,-0.09499999999999997,-0.06999999999999995
static,6,900,0.755,0.75,-0.0050000000000000044,0.0,-0.06500000000000006,-0.040000000000000036
static,6,1000,0.765,0.77,0.0050000000000000044,0.0,-0.03500000000000003,-0.030000000000000027
static,7,0,0.34,0.35,0.009999999999999953,0.0,0.009999999999999953,-0.065
static,7,10,0.365,0.375,0.010000000000000009,0.0,0.010000000000000009,-0.044999999999999984
static,7,25,0.405,0.395,-0.010000000000000009,0.0,0.014999999999999958,-0.07
static,7,50,0.445,0.42,-0.025000000000000022,0.0,0.0050000000000000044,-0.07500000000000001
static,7,75,0.46,0.465,0.0050000000000000044,0.0,0.014999999999999958,-0.04500000000000004
static,7,100,0.49,0.48,-0.010000000000000009,0.0,0.010000000000000009,-0.05499999999999999
static,7,150,0.52,0.515,-0.0050000000000000044,0.0,0.020000000000000018,-0.03500000000000003
static,7,200,0.545,0.535,-0.010000000000000009,0.0,0.015000000000000013,-0.04500000000000004
static,7,300,0.64,0.6,-0.040000000000000036,0.0,-0.03500000000000003,-0.06000000000000005
static,7,400,0.665,0.68,0.015000000000000013,0.0,-0.030000000000000027,-0.025000000000000022
static,7,500,0.72,0.74,0.020000000000000018,0.0,-0.06499999999999995,-0.06999999999999995
static,7,600,0.735,0.79,0.05500000000000005,0.0,-0.08999999999999997,-0.08999999999999997
static,7,700,0.765,0.8,0.03500000000000003,0.0,-0.10999999999999999,-0.10999999999999999
static,7,800,0.795,0.835,0.039999999999999925,0.0,-0.14,-0.12
static,7,900,0.815,0.85,0.03500000000000003,0.0,-0.15499999999999992,-0.125
static,7,1000,0.81,0.855,0.04499999999999993,0.0,-0.17000000000000004,-0.1100000000000001
static,8,0,0.195,0.185,-0.010000000000000009,0.0,0.009999999999999981,-0.015000000000000013
static,8,10,0.195,0.165,-0.03,0.0,-0.0050000000000000044,-0.065
static,8,25,0.165,0.15,-0.015000000000000013,0.0,0.0,-0.05
static,8,50,0.16,0.145,-0.015000000000000013,0.0,-0.0050000000000000044,-0.05500000000000001
static,8,75,0.175,0.21,0.035,0.0,0.04000000000000001,-0.03999999999999998
static,8,100,0.205,0.31,0.10500000000000001,0.0,0.04500000000000001,-0.05499999999999999
static,8,150,0.255,0.35,0.09499999999999997,0.0,0.07500000000000001,-0.07500000000000001
static,8,200,0.33,0.385,0.05499999999999999,0.0,0.044999999999999984,-0.08000000000000002
static,8,300,0.45,0.47,0.019999999999999962,0.0,0.03999999999999998,-0.08000000000000002
static,8,400,0.535,0.595,0.05999999999999994,0.0,0.05499999999999994,-0.05500000000000005
static,8,500,0.595,0.675,0.08000000000000007,0.0,0.05500000000000005,-0.015000000000000013
static,8,600,0.625,0.7,0.07499999999999996,0.0,0.07499999999999996,-0.0050000000000000044
static,8,700,0.645,0.755,0.10999999999999999,0.0,0.06499999999999995,-0.0050000000000000044
static,8,800,0.655,0.77,0.11499999999999999,0.0,0.06499999999999995,0.04499999999999993
static,8,900,0.675,0.77,0.09499999999999997,0.0,0.04499999999999993,0.029999999999999916
static,8,1000,0.685,0.78,0.09499999999999997,0.0,0.039999999999999925,0.019999999999999907
static,9,0,0.125,0.145,0.01999999999999999,0.0,-0.015,0.10999999999999999
static,9,10,0.18,0.16,-0.01999999999999999,0.0,-0.03,0.07500000000000001
static,9,25,0.24,0.215,-0.024999999999999994,0.0,-0.035,0.10999999999999999
static,9,50,0.305,0.295,-0.010000000000000009,0.0,-0.05499999999999999,0.07
static,9,75,0.345,0.41,0.065,0.0,-0.06999999999999995,0.03500000000000003
static,9,100,0.395,0.46,0.065,0.0,-0.06,0.02999999999999997
static,9,150,0.51,0.555,0.04500000000000004,0.0,-0.044999999999999984,-0.015000000000000013
static,9,200,0.57,0.595,0.025000000000000022,0.0,-0.04499999999999993,-0.04999999999999993
static,9,300,0.63,0.655,0.025000000000000022,0.0,-0.05500000000000005,-0.040000000000000036
static,9,400,0.69,0.7,0.010000000000000009,0.0,-0.06499999999999995,-0.09499999999999997
static,9,500,0.74,0.755,0.015000000000000013,0.0,-0.07999999999999996,-0.11499999999999999
static,9,600,0.76,0.775,0.015000000000000013,0.0,-0.125,-0.125
static,9,700,0.8,0.78,-0.020000000000000018,0.0,-0.15000000000000002,-0.16500000000000004
static,9,800,0.79,0.8,0.010000000000000009,0.0,-0.10999999999999999,-0.14
static,9,900,0.8,0.815,0.014999999999999902,0.0,-0.11499999999999999,-0.1050000000000001
static,9,1000,0.8,0.83,0.029999999999999916,0.0,-0.09500000000000008,-0.1100000000000001
static,10,0,0.225,0.22,-0.0050000000000000044,0.0,-0.015000000000000013,-0.010000000000000009
static,10,10,0.24,0.27,0.030000000000000027,0.0,0.0050000000000000044,-0.014999999999999986
static,10,25,0.285,0.32,0.03500000000000003,0.0,-0.004999999999999949,-0.054999999999999966
static,10,50,0.33,0.395,0.065,0.0,0.019999999999999962,-0.08000000000000002
static,10,75,0.39,0.4,0.010000000000000009,0.0,-0.0050000000000000044,-0.10500000000000004
static,10,100,0.42,0.41,-0.010000000000000009,0.0,-0.019999999999999962,-0.12
static,10,150,0.41,0.425,0.015000000000000013,0.0,0.0050000000000000044,-0.08499999999999996
static,10,200,0.445,0.475,0.02999999999999997,0.0,-0.015000000000000013,-0.12
static,10,300,0.46,0.525,0.065,0.0,-0.025000000000000022,-0.10500000000000004
static,10,400,0.535,0.58,0.04499999999999993,0.0,-0.08000000000000002,-0.14500000000000002
static,10,500,0.58,0.62,0.040000000000000036,0.0,-0.09999999999999998,-0.17499999999999993
static,10,600,0.61,0.625,0.015000000000000013,0.0,-0.14,-0.2
static,10,700,0.625,0.675,0.050000000000000044,0.0,-0.15000000000000002,-0.175
static,10,800,0.67,0.71,0.039999999999999925,0.0,-0.17500000000000004,-0.19500000000000006
static,10,900,0.71,0.73,0.020000000000000018,0.0,-0.20499999999999996,-0.20999999999999996
static,10,1000,0.72,0.75,0.030000000000000027,0.0,-0.19999999999999996,-0.20499999999999996
static,11,0,0.175,0.21,0.035,0.0,0.025000000000000022,-0.01999999999999999
static,11,10,0.22,0.265,0.04500000000000001,0.0,-0.0050000000000000044,-0.05499999999999999
static,11,25,0.25,0.27,0.020000000000000018,0.0,0.0,-0.07500000000000001
static,11,50,0.235,0.275,0.040000000000000036,0.0,0.020000000000000018,-0.044999999999999984
static,11,75,0.245,0.3,0.05499999999999999,0.0,0.015000000000000013,-0.035
static,11,100,0.28,0.325,0.044999999999999984,0.0,0.004999999999999949,-0.05500000000000002
static,11,150,0.34,0.345,0.004999999999999949,0.0,-0.015000000000000013,-0.09000000000000002
static,11,200,0.38,0.415,0.034999999999999976,0.0,0.034999999999999976,-0.13
static,11,300,0.435,0.435,0.0,0.0,-0.010000000000000009,-0.18
static,11,400,0.455,0.455,0.0,0.0,-0.0050000000000000044,-0.11000000000000004
static,11,500,0.51,0.52,0.010000000000000009,0.0,-0.03500000000000003,-0.135
static,11,600,0.55,0.59,0.039999999999999925,0.0,-0.06000000000000005,-0.13500000000000006
static,11,700,0.595,0.63,0.03500000000000003,0.0,-0.04499999999999993,-0.14999999999999997
static,11,800,0.69,0.65,-0.039999999999999925,0.0,-0.08999999999999997,-0.20999999999999996
static,11,900,0.725,0.745,0.020000000000000018,0.0,-0.10999999999999999,-0.19499999999999995
static,11,1000,0.735,0.77,0.03500000000000003,0.0,-0.10499999999999998,-0.17000000000000004
static,12,0,0.355,0.345,-0.010000000000000009,0.0,0.0050000000000000044,-0.10499999999999998
static,12,10,0.35,0.345,-0.0050000000000000044,0.0,0.0,-0.11999999999999997
static,12,25,0.38,0.36,-0.020000000000000018,0.0,-0.020000000000000018,-0.15
static,12,50,0.42,0.37,-0.04999999999999999,0.0,-0.02999999999999997,-0.21
static,12,75,0.47,0.41,-0.06,0.0,-0.034999999999999976,-0.21499999999999997
static,12,100,0.49,0.43,-0.06,0.0,-0.015000000000000013,-0.20500000000000002
static,12,150,0.54,0.485,-0.05500000000000005,0.0,-0.015000000000000013,-0.17500000000000004
static,12,200,0.58,0.58,0.0,0.0,0.0050000000000000044,-0.18999999999999995
static,12,300,0.61,0.675,0.06500000000000006,0.0,-0.010000000000000009,-0.125
static,12,400,0.61,0.675,0.06500000000000006,0.0,-0.040000000000000036,-0.09999999999999998
static,12,500,0.63,0.7,0.06999999999999995,0.0,-0.04500000000000004,-0.09499999999999997
static,12,600,0.64,0.74,0.09999999999999998,0.0,-0.05500000000000005,-0.07999999999999996
static,12,700,0.64,0.77,0.13,0.0,-0.050000000000000044,-0.05500000000000005
static,12,800,0.675,0.795,0.12,0.0,-0.08500000000000008,-0.08500000000000008
static,12,900,0.69,0.8,0.1100000000000001,0.0,-0.10999999999999999,-0.06999999999999995
static,12,1000,0.695,0.815,0.12,0.0,-0.125,-0.05999999999999994
static,13,0,0.33,0.285,-0.04500000000000004,0.0,-0.03500000000000003,-0.04999999999999999
static,13,10,0.335,0.305,-0.030000000000000027,0.0,-0.020000000000000018,-0.06
static,13,25,0.315,0.305,-0.010000000000000009,0.0,-0.0050000000000000044,-0.044999999999999984
static,13,50,0.325,0.305,-0.020000000000000018,0.0,0.0050000000000000044,-0.04999999999999999
static,13,75,0.35,0.365,0.015000000000000013,0.0,-0.0050000000000000044,-0.07999999999999996
static,13,100,0.395,0.375,-0.020000000000000018,0.0,-0.020000000000000018,-0.14500000000000002
static,13,150,0.425,0.39,-0.034999999999999976,0.0,-0.010000000000000009,-0.15499999999999997
static,13,200,0.495,0.455,-0.03999999999999998,0.0,-0.034999999999999976,-0.175
static,13,300,0.55,0.575,0.02499999999999991,0.0,-0.05500000000000005,-0.16500000000000004
static,13,400,0.6,0.58,-0.020000000000000018,0.0,-0.09999999999999998,-0.19
static,13,500,0.615,0.6,-0.015000000000000013,0.0,-0.11499999999999999,-0.18
static,13,600,0.615,0.63,0.015000000000000013,0.0,-0.12,-0.15999999999999998
static,13,700,0.625,0.67,0.04500000000000004,0.0,-0.08999999999999997,-0.14
static,13,800,0.67,0.695,0.02499999999999991,0.0,-0.125,-0.15500000000000003
static,13,900,0.7,0.725,0.025000000000000022,0.0,-0.1399999999999999,-0.1449999999999999
static,13,1000,0.745,0.755,0.010000000000000009,0.0,-0.18000000000000005,-0.14
static,14,0,0.22,0.225,0.0050000000000000044,0.0,0.010000000000000009,-0.07
static,14,10,0.23,0.225,-0.0050000000000000044,0.0,-0.0050000000000000044,-0.05500000000000002
static,14,25,0.205,0.22,0.015000000000000013,0.0,0.035,0.015000000000000013
static,14,50,0.19,0.21,0.01999999999999999,0.0,0.03,0.065
static,14,75,0.205,0.24,0.035,0.0,0.0,0.05500000000000002
static,14,100,0.235,0.25,0.015000000000000013,0.0,-0.01999999999999999,0.03500000000000003
static,14,150,0.245,0.27,0.025000000000000022,0.0,-0.014999999999999986,0.04999999999999999
static,14,200,0.255,0.29,0.034999999999999976,0.0,0.025000000000000022,0.06
static,14,300,0.38,0.465,0.08500000000000002,0.0,-0.020000000000000018,-0.030000000000000027
static,14,400,0.455,0.49,0.034999999999999976,0.0,-0.040000000000000036,-0.020000000000000018
static,14,500,0.475,0.535,0.06000000000000005,0.0,0.0,-0.044999999999999984
static,14,600,0.55,0.6,0.04999999999999993,0.0,-0.030000000000000027,-0.06500000000000006
static,14,700,0.61,0.64,0.030000000000000027,0.0,-0.05499999999999994,-0.11499999999999999
static,14,800,0.64,0.685,0.04500000000000004,0.0,-0.07500000000000007,-0.11499999999999999
static,14,900,0.67,0.735,0.06499999999999995,0.0,-0.09500000000000008,-0.13
static,14,1000,0.665,0.75,0.08499999999999996,0.0,-0.08000000000000007,-0.08000000000000007
static,15,0,0.145,0.14,-0.004999999999999977,0.0,-0.009999999999999981,0.04500000000000001
static,15,10,0.135,0.13,-0.0050000000000000044,0.0,-0.010000000000000009,0.04999999999999999
static,15,25,0.12,0.095,-0.024999999999999994,0.0,0.0050000000000000044,0.04500000000000001
static,15,50,0.135,0.14,0.0050000000000000044,0.0,0.035,0.095
static,15,75,0.115,0.175,0.059999999999999984,0.0,0.03499999999999999,0.11999999999999998
static,15,100,0.12,0.18,0.06,0.0,0.05499999999999999,0.11499999999999999
static,15,150,0.15,0.245,0.095,0.0,0.05499999999999999,0.09
static,15,200,0.19,0.28,0.09000000000000002,0.0,0.05499999999999999,0.04999999999999999
static,15,300,0.285,0.325,0.040000000000000036,0.0,0.025000000000000022,-0.03999999999999998
static,15,400,0.33,0.435,0.10499999999999998,0.0,0.07500000000000001,-0.065
static,15,500,0.405,0.52,0.11499999999999999,0.0,0.034999999999999976,-0.10000000000000003
static,15,600,0.45,0.585,0.13499999999999995,0.0,0.03999999999999998,-0.135
static,15,700,0.5,0.62,0.12,0.0,0.025000000000000022,-0.16999999999999998
static,15,800,0.575,0.645,0.07000000000000006,0.0,-0.03499999999999992,-0.23499999999999993
static,15,900,0.57,0.66,0.09000000000000008,0.0,-0.009999999999999898,-0.22499999999999998
static,15,1000,0.61,0.655,0.04500000000000004,0.0,-0.020000000000000018,-0.26
static,16,0,0.33,0.285,-0.04500000000000004,0.0,-0.0050000000000000044,-0.010000000000000009
static,16,10,0.365,0.285,-0.08000000000000002,0.0,-0.024999999999999967,-0.024999999999999967
static,16,25,0.395,0.335,-0.06,0.0,-0.015000000000000013,-0.04500000000000004
static,16,50,0.465,0.42,-0.04500000000000004,0.0,0.0,-0.04500000000000004
static,16,75,0.53,0.48,-0.050000000000000044,0.0,-0.015000000000000013,-0.07
static,16,100,0.55,0.525,-0.025000000000000022,0.0,-0.0050000000000000044,-0.06500000000000006
static,16,150,0.59,0.595,0.0050000000000000044,0.0,0.015000000000000013,-0.06499999999999995
static,16,200,0.64,0.645,0.0050000000000000044,0.0,-0.025000000000000022,-0.07999999999999996
static,16,300,0.71,0.735,0.025000000000000022,0.0,-0.04499999999999993,-0.09499999999999997
static,16,400,0.735,0.775,0.040000000000000036,0.0,-0.10499999999999998,-0.06499999999999995
static,16,500,0.77,0.785,0.015000000000000013,0.0,-0.125,-0.050000000000000044
static,16,600,0.765,0.785,0.020000000000000018,0.0,-0.15000000000000002,-0.0050000000000000044
static,16,700,0.785,0.785,0.0,0.0,-0.17500000000000004,0.0050000000000000044
static,16,800,0.795,0.805,0.010000000000000009,0.0,-0.17000000000000004,0.0
static,16,900,0.805,0.835,0.029999999999999916,0.0,-0.17000000000000004,0.009999999999999898
static,16,1000,0.8,0.84,0.039999999999999925,0.0,-0.17000000000000004,0.02499999999999991
static,17,0,0.11,0.095,-0.015,0.0,0.06000000000000001,-0.07
static,17,10,0.1,0.105,0.0049999999999999906,0.0,0.065,-0.060000000000000005
static,17,25,0.13,0.135,0.0050000000000000044,0.0,0.04999999999999999,-0.085
static,17,50,0.145,0.155,0.010000000000000009,0.0,0.06,-0.09499999999999999
static,17,75,0.15,0.175,0.024999999999999994,0.0,0.04500000000000001,-0.09
static,17,100,0.185,0.2,0.015000000000000013,0.0,0.04999999999999999,-0.09999999999999999
static,17,150,0.215,0.295,0.07999999999999999,0.0,0.04500000000000001,-0.12
static,17,200,0.365,0.405,0.040000000000000036,0.0,-0.015000000000000013,-0.22499999999999998
static,17,300,0.46,0.46,0.0,0.0,-0.020000000000000018,-0.19
static,17,400,0.51,0.49,-0.020000000000000018,0.0,-0.030000000000000027,-0.2
static,17,500,0.585,0.565,-0.020000000000000018,0.0,-0.08999999999999997,-0.22999999999999998
static,17,600,0.645,0.635,-0.010000000000000009,0.0,-0.16500000000000004,-0.21500000000000002
static,17,700,0.665,0.665,0.0,0.0,-0.16500000000000004,-0.21000000000000002
static,17,800,0.68,0.7,0.019999999999999907,0.0,-0.15000000000000002,-0.20500000000000007
static,17,900,0.69,0.705,0.015000000000000013,0.0,-0.1399999999999999,-0.17999999999999994
static,17,1000,0.68,0.735,0.05499999999999994,0.0,-0.13,-0.14
static,18,0,0.125,0.13,0.0050000000000000044,0.0,-0.0050000000000000044,0.024999999999999994
static,18,10,0.125,0.12,-0.0050000000000000044,0.0,0.0,-0.05
static,18,25,0.12,0.14,0.020000000000000018,0.0,0.0,-0.039999999999999994
static,18,50,0.155,0.17,0.015000000000000013,0.0,-0.01999999999999999,-0.035
static,18,75,0.21,0.22,0.010000000000000009,0.0,-0.03,-0.03999999999999998
static,18,100,0.26,0.23,-0.03,0.0,-0.03,-0.07500000000000001
static,18,150,0.3,0.275,-0.024999999999999967,0.0,-0.034999999999999976,-0.06
static,18,200,0.395,0.4,0.0050000000000000044,0.0,-0.030000000000000027,-0.10000000000000003
static,18,300,0.535,0.545,0.010000000000000009,0.0,0.0,-0.12500000000000006
static,18,400,0.585,0.61,0.025000000000000022,0.0,-0.020000000000000018,-0.06499999999999995
static,18,500,0.655,0.64,-0.015000000000000013,0.0,-0.06500000000000006,-0.020000000000000018
static,18,600,0.675,0.73,0.05499999999999994,0.0,-0.030000000000000027,0.039999999999999925
static,18,700,0.71,0.76,0.050000000000000044,0.0,-0.06999999999999995,0.010000000000000009
static,18,800,0.745,0.785,0.040000000000000036,0.0,-0.07999999999999996,0.010000000000000009
static,18,900,0.77,0.805,0.03500000000000003,0.0,-0.08999999999999997,0.0
static,18,1000,0.78,0.825,0.04499999999999993,0.0,-0.10499999999999998,0.020000000000000018
static,19,0,0.195,0.175,-0.020000000000000018,0.0,-0.0050000000000000044,-0.015000000000000013
static,19,10,0.195,0.18,-0.015000000000000013,0.0,-0.010000000000000009,-0.020000000000000018
static,19,25,0.195,0.18,-0.015000000000000013,0.0,-0.024999999999999994,-0.0050000000000000044
static,19,50,0.215,0.205,-0.010000000000000009,0.0,-0.024999999999999994,-0.010000000000000009
static,19,75,0.25,0.23,-0.01999999999999999,0.0,-0.024999999999999994,-0.015000000000000013
static,19,100,0.24,0.265,0.025000000000000022,0.0,-0.035,0.015000000000000013
static,19,150,0.32,0.34,0.020000000000000018,0.0,-0.065,-0.025000000000000022
