seed_model,group,seed_ablation,noise_level,acc_t1,acc_t2,acc_t3,gain,ece,r_norm,delta_norm
7,Baseline,0,0.2,0.985000,0.995000,1.000000,0.015000,0.102155,2.721754,2.372335
7,A,0,0.2,0.985000,0.995000,0.990000,0.005000,0.244950,0.000000,1.282830
7,C1,avg30,0.2,0.985000,,0.623500,-0.361500,,,
7,C2,0,0.2,0.985000,0.790000,0.755000,-0.230000,0.246819,2.496609,2.336809
7,Baseline,0,0.3,0.950000,0.985000,1.000000,0.050000,0.123605,2.697383,2.645918
7,A,0,0.3,0.950000,0.955000,0.935000,-0.015000,0.227042,0.000000,1.919011
7,C1,avg30,0.3,0.950000,,0.605000,-0.345000,,,
7,C2,0,0.3,0.950000,0.720000,0.680000,-0.270000,0.138844,2.478645,2.692188
7,Baseline,0,0.4,0.870000,0.955000,0.985000,0.115000,0.139678,2.687739,2.973219
7,A,0,0.4,0.870000,0.885000,0.850000,-0.020000,0.169739,0.000000,2.545937
7,C1,avg30,0.4,0.870000,,0.583000,-0.287000,,,
7,C2,0,0.4,0.870000,0.675000,0.660000,-0.210000,0.103910,2.473335,3.123424
7,Baseline,0,0.5,0.765000,0.890000,0.935000,0.170000,0.119808,2.696177,3.331969
7,A,0,0.5,0.765000,0.810000,0.765000,0.000000,0.129669,0.000000,3.154699
7,C1,avg30,0.5,0.765000,,0.557333,-0.207667,,,
7,C2,0,0.5,0.765000,0.660000,0.605000,-0.160000,0.089754,2.490145,3.592732
7,Baseline,0,0.6,0.685000,0.820000,0.865000,0.180000,0.105538,2.728323,3.708453
7,A,0,0.6,0.685000,0.740000,0.690000,0.005000,0.052017,0.000000,3.729901
7,C1,avg30,0.6,0.685000,,0.530167,-0.154833,,,
7,C2,0,0.6,0.685000,0.620000,0.590000,-0.095000,0.075569,2.525727,4.074100
7,Baseline,0,0.7,0.620000,0.785000,0.750000,0.130000,0.075766,2.773858,4.090321
7,A,0,0.7,0.620000,0.690000,0.630000,0.010000,0.076887,0.000000,4.271439
7,C1,avg30,0.7,0.620000,,0.502333,-0.117667,,,
7,C2,0,0.7,0.620000,0.570000,0.565000,-0.055000,0.124342,2.575571,4.563395
7,Baseline,0,0.8,0.540000,0.680000,0.700000,0.160000,0.090612,2.826018,4.499098
7,A,0,0.8,0.540000,0.615000,0.575000,0.035000,0.091832,0.000000,4.790036
7,C1,avg30,0.8,0.540000,,0.474167,-0.065833,,,
7,C2,0,0.8,0.540000,0.560000,0.525000,-0.015000,0.168382,2.635341,5.042696
7,Baseline,0,0.9,0.500000,0.640000,0.640000,0.140000,0.157193,2.881931,4.940234
7,A,0,0.9,0.500000,0.570000,0.535000,0.035000,0.148970,0.000000,5.300606
7,C1,avg30,0.9,0.500000,,0.449167,-0.050833,,,
7,C2,0,0.9,0.500000,0.535000,0.490000,-0.010000,0.210173,2.698439,5.520927
7,Baseline,0,1.0,0.450000,0.590000,0.600000,0.150000,0.193819,2.938339,5.393257
7,A,0,1.0,0.450000,0.520000,0.515000,0.065000,0.208367,0.000000,5.801991
7,C1,avg30,1.0,0.450000,,0.429833,-0.020167,,,
7,C2,0,1.0,0.450000,0.485000,0.475000,0.025000,0.233065,2.759670,6.002948
8,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.064962,2.934638,2.139536
8,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.347590,0.000000,0.000000
8,C1,avg30,0.0,1.000000,,0.903833,-0.096167,,,
8,C2,0,0.0,1.000000,1.000000,1.000000,0.000000,0.234873,1.806789,1.259225
8,Baseline,0,0.1,0.950000,1.000000,1.000000,0.050000,0.070809,2.931139,2.317788
8,A,0,0.1,0.950000,0.935000,0.970000,0.020000,0.307554,0.000000,0.741260
8,C1,avg30,0.1,0.950000,,0.903667,-0.046333,,,
8,C2,0,0.1,0.950000,0.940000,0.995000,0.045000,0.244583,1.810495,1.548141
8,Baseline,0,0.2,0.855000,1.000000,0.995000,0.140000,0.085656,2.915495,2.604202
8,A,0,0.2,0.855000,0.880000,0.905000,0.050000,0.242986,0.000000,1.457236
8,C1,avg30,0.2,0.855000,,0.882333,0.027333,,,
8,C2,0,0.2,0.855000,0.820000,0.935000,0.080000,0.205672,1.827697,2.027243
8,Baseline,0,0.3,0.820000,0.975000,0.975000,0.155000,0.087981,2.897257,2.944755
8,A,0,0.3,0.820000,0.785000,0.865000,0.045000,0.206683,0.000000,2.176541
8,C1,avg30,0.3,0.820000,,0.849167,0.029167,,,
8,C2,0,0.3,0.820000,0.725000,0.850000,0.030000,0.135951,1.865622,2.606881
8,Baseline,0,0.4,0.760000,0.930000,0.930000,0.170000,0.079499,2.874545,3.328119
8,A,0,0.4,0.760000,0.760000,0.825000,0.065000,0.180918,0.000000,2.874212
8,C1,avg30,0.4,0.760000,,0.797000,0.037000,,,
8,C2,0,0.4,0.760000,0.645000,0.770000,0.010000,0.064365,1.911460,3.199106
8,Baseline,0,0.5,0.695000,0.875000,0.875000,0.180000,0.047232,2.856766,3.746149
8,A,0,0.5,0.695000,0.700000,0.690000,-0.005000,0.059901,0.000000,3.525791
8,C1,avg30,0.5,0.695000,,0.746000,0.051000,,,
8,C2,0,0.5,0.695000,0.620000,0.695000,0.000000,0.114577,1.975553,3.741935
8,Baseline,0,0.6,0.640000,0.820000,0.800000,0.160000,0.039117,2.843284,4.198153
8,A,0,0.6,0.640000,0.650000,0.630000,-0.010000,0.052711,0.000000,4.146531
8,C1,avg30,0.6,0.640000,,0.697000,0.057000,,,
8,C2,0,0.6,0.640000,0.575000,0.635000,-0.005000,0.093614,2.049864,4.281372
8,Baseline,0,0.7,0.615000,0.725000,0.765000,0.150000,0.085852,2.848492,4.670276
8,A,0,0.7,0.615000,0.615000,0.555000,-0.060000,0.106253,0.000000,4.741575
8,C1,avg30,0.7,0.615000,,0.650000,0.035000,,,
8,C2,0,0.7,0.615000,0.530000,0.575000,-0.040000,0.158614,2.125687,4.825083
8,Baseline,0,0.8,0.580000,0.685000,0.720000,0.140000,0.097834,2.867165,5.167485
8,A,0,0.8,0.580000,0.575000,0.525000,-0.055000,0.164590,0.000000,5.316893
8,C1,avg30,0.8,0.580000,,0.611333,0.031333,,,
8,C2,0,0.8,0.580000,0.485000,0.545000,-0.035000,0.222694,2.201255,5.360574
8,Baseline,0,0.9,0.535000,0.640000,0.665000,0.130000,0.149505,2.885628,5.662464
8,A,0,0.9,0.535000,0.540000,0.495000,-0.040000,0.214661,0.000000,5.880941
8,C1,avg30,0.9,0.535000,,0.578333,0.043333,,,
8,C2,0,0.9,0.535000,0.455000,0.510000,-0.025000,0.251317,2.276814,5.891830
8,Baseline,0,1.0,0.515000,0.620000,0.620000,0.105000,0.212742,2.903055,6.155825
8,A,0,1.0,0.515000,0.490000,0.470000,-0.045000,0.239807,0.000000,6.428577
8,C1,avg30,1.0,0.515000,,0.540500,0.025500,,,
8,C2,0,1.0,0.515000,0.425000,0.485000,-0.030000,0.276337,2.351118,6.424619
9,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.012670,3.543931,3.472724
9,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.253177,0.000000,0.000000
9,C1,avg30,0.0,1.000000,,0.832333,-0.167667,,,
9,C2,0,0.0,1.000000,0.515000,0.790000,-0.210000,0.342966,3.893308,1.656670
9,Baseline,0,0.1,1.000000,1.000000,1.000000,0.000000,0.013850,3.516908,3.505230
9,A,0,0.1,1.000000,0.995000,1.000000,0.000000,0.262684,0.000000,0.635516
9,C1,avg30,0.1,1.000000,,0.821000,-0.179000,,,
9,C2,0,0.1,1.000000,0.570000,0.750000,-0.250000,0.307366,3.877505,1.687270
9,Baseline,0,0.2,0.965000,1.000000,1.000000,0.035000,0.016957,3.439916,3.638202
9,A,0,0.2,0.965000,0.955000,0.950000,-0.015000,0.239479,0.000000,1.325883
9,C1,avg30,0.2,0.965000,,0.801833,-0.163167,,,
9,C2,0,0.2,0.965000,0.665000,0.730000,-0.235000,0.193634,3.857220,1.886073
9,Baseline,0,0.3,0.880000,0.980000,0.990000,0.110000,0.022871,3.362345,3.839605
9,A,0,0.3,0.880000,0.895000,0.890000,0.010000,0.196624,0.000000,2.043350
9,C1,avg30,0.3,0.880000,,0.767167,-0.112833,,,
9,C2,0,0.3,0.880000,0.700000,0.740000,-0.140000,0.152291,3.847848,2.207426
9,Baseline,0,0.4,0.810000,0.950000,0.980000,0.170000,0.021053,3.313923,4.087825
9,A,0,0.4,0.810000,0.850000,0.840000,0.030000,0.166112,0.000000,2.744025
9,C1,avg30,0.4,0.810000,,0.717000,-0.093000,,,
9,C2,0,0.4,0.810000,0.710000,0.705000,-0.105000,0.090368,3.850274,2.637991
9,Baseline,0,0.5,0.730000,0.920000,0.965000,0.235000,0.046239,3.278172,4.358595
9,A,0,0.5,0.730000,0.765000,0.765000,0.035000,0.103705,0.000000,3.411236
9,C1,avg30,0.5,0.730000,,0.667000,-0.063000,,,
9,C2,0,0.5,0.730000,0.690000,0.670000,-0.060000,0.058593,3.860319,3.112697
9,Baseline,0,0.6,0.675000,0.860000,0.880000,0.205000,0.032662,3.293404,4.702593
9,A,0,0.6,0.675000,0.725000,0.710000,0.035000,0.079739,0.000000,4.047843
9,C1,avg30,0.6,0.675000,,0.615500,-0.059500,,,
9,C2,0,0.6,0.675000,0.680000,0.635000,-0.040000,0.081611,3.878895,3.605405
9,Baseline,0,0.7,0.625000,0.790000,0.835000,0.210000,0.075727,3.319476,5.124777
9,A,0,0.7,0.625000,0.690000,0.630000,0.005000,0.067485,0.000000,4.662153
9,C1,avg30,0.7,0.625000,,0.577500,-0.047500,,,
9,C2,0,0.7,0.625000,0.670000,0.605000,-0.020000,0.126382,3.900262,4.111942
9,Baseline,0,0.8,0.560000,0.720000,0.730000,0.170000,0.122620,3.368797,5.596482
9,A,0,0.8,0.560000,0.635000,0.555000,-0.005000,0.162887,0.000000,5.261547
9,C1,avg30,0.8,0.560000,,0.539667,-0.020333,,,
9,C2,0,0.8,0.560000,0.625000,0.570000,0.010000,0.161000,3.917565,4.623980
9,Baseline,0,0.9,0.520000,0.675000,0.675000,0.155000,0.186003,3.423191,6.084145
9,A,0,0.9,0.520000,0.590000,0.520000,0.000000,0.178126,0.000000,5.853459
9,C1,avg30,0.9,0.520000,,0.508500,-0.011500,,,
9,C2,0,0.9,0.520000,0.610000,0.525000,0.005000,0.185767,3.937179,5.106919
9,Baseline,0,1.0,0.500000,0.615000,0.615000,0.115000,0.219184,3.475045,6.577281
9,A,0,1.0,0.500000,0.555000,0.470000,-0.030000,0.223112,0.000000,6.438202
9,C1,avg30,1.0,0.500000,,0.483500,-0.016500,,,
9,C2,0,1.0,0.500000,0.580000,0.500000,0.000000,0.211835,3.962672,5.586012
10,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.284468,2.614540,1.717559
10,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.432302,0.000000,0.000000
10,C1,avg30,0.0,1.000000,,0.771333,-0.228667,,,
10,C2,0,0.0,1.000000,0.425000,0.425000,-0.575000,0.299245,3.115186,1.787937
10,Baseline,0,0.1,0.885000,1.000000,0.980000,0.095000,0.269294,2.596297,1.816035
10,A,0,0.1,0.885000,0.920000,0.865000,-0.020000,0.304211,0.000000,0.568917
10,C1,avg30,0.1,0.885000,,0.756667,-0.128333,,,
10,C2,0,0.1,0.885000,0.565000,0.465000,-0.420000,0.253744,3.075336,1.894634
10,Baseline,0,0.2,0.825000,0.980000,0.895000,0.070000,0.188274,2.552416,2.033839
10,A,0,0.2,0.825000,0.860000,0.810000,-0.015000,0.258117,0.000000,1.107798
10,C1,avg30,0.2,0.825000,,0.730333,-0.094667,,,
10,C2,0,0.2,0.825000,0.625000,0.485000,-0.340000,0.209239,3.020658,2.127603
10,Baseline,0,0.3,0.780000,0.950000,0.850000,0.070000,0.149198,2.496491,2.303125
10,A,0,0.3,0.780000,0.805000,0.745000,-0.035000,0.196179,0.000000,1.648987
10,C1,avg30,0.3,0.780000,,0.699833,-0.080167,,,
10,C2,0,0.3,0.780000,0.620000,0.495000,-0.285000,0.193434,2.965983,2.422116
10,Baseline,0,0.4,0.735000,0.920000,0.815000,0.080000,0.125947,2.445056,2.596545
10,A,0,0.4,0.735000,0.735000,0.700000,-0.035000,0.167648,0.000000,2.177336
10,C1,avg30,0.4,0.735000,,0.658000,-0.077000,,,
10,C2,0,0.4,0.735000,0.610000,0.485000,-0.250000,0.181748,2.918646,2.776532
10,Baseline,0,0.5,0.660000,0.810000,0.765000,0.105000,0.092923,2.407236,2.907194
10,A,0,0.5,0.660000,0.685000,0.650000,-0.010000,0.101125,0.000000,2.686581
10,C1,avg30,0.5,0.660000,,0.612000,-0.048000,,,
10,C2,0,0.5,0.660000,0.615000,0.500000,-0.160000,0.216639,2.898456,3.171534
10,Baseline,0,0.6,0.610000,0.715000,0.705000,0.095000,0.059576,2.390837,3.218875
10,A,0,0.6,0.610000,0.665000,0.575000,-0.035000,0.076174,0.000000,3.185082
10,C1,avg30,0.6,0.610000,,0.562500,-0.047500,,,
10,C2,0,0.6,0.610000,0.600000,0.470000,-0.140000,0.206386,2.908065,3.607982
10,Baseline,0,0.7,0.540000,0.680000,0.675000,0.135000,0.043835,2.396049,3.550546
10,A,0,0.7,0.540000,0.630000,0.525000,-0.015000,0.085023,0.000000,3.672110
10,C1,avg30,0.7,0.540000,,0.521167,-0.018833,,,
10,C2,0,0.7,0.540000,0.550000,0.445000,-0.095000,0.230107,2.933026,4.060961
10,Baseline,0,0.8,0.500000,0.635000,0.595000,0.095000,0.068638,2.418378,3.907613
10,A,0,0.8,0.500000,0.590000,0.505000,0.005000,0.122992,0.000000,4.145524
10,C1,avg30,0.8,0.500000,,0.484500,-0.015500,,,
10,C2,0,0.8,0.500000,0.525000,0.420000,-0.080000,0.256851,2.967670,4.508359
10,Baseline,0,0.9,0.475000,0.585000,0.555000,0.080000,0.099938,2.452231,4.254208
10,A,0,0.9,0.475000,0.555000,0.460000,-0.015000,0.162279,0.000000,4.605649
10,C1,avg30,0.9,0.475000,,0.449500,-0.025500,,,
10,C2,0,0.9,0.475000,0.505000,0.425000,-0.050000,0.253089,3.004453,4.934319
10,Baseline,0,1.0,0.450000,0.555000,0.505000,0.055000,0.159234,2.498764,4.612693
10,A,0,1.0,0.450000,0.505000,0.425000,-0.025000,0.200697,0.000000,5.055959
10,C1,avg30,1.0,0.450000,,0.420500,-0.029500,,,
10,C2,0,1.0,0.450000,0.495000,0.380000,-0.070000,0.308264,3.043485,5.355690
11,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.090590,2.955871,2.130936
11,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.258299,0.000000,0.000000
11,C1,avg30,0.0,1.000000,,0.696500,-0.303500,,,
11,C2,0,0.0,1.000000,1.000000,1.000000,0.000000,0.277024,3.042409,1.663692
11,Baseline,0,0.1,1.000000,1.000000,1.000000,0.000000,0.088462,2.942860,2.217613
11,A,0,0.1,1.000000,1.000000,1.000000,0.000000,0.264729,0.000000,0.694682
11,C1,avg30,0.1,1.000000,,0.686167,-0.313833,,,
11,C2,0,0.1,1.000000,0.985000,0.990000,-0.010000,0.271719,3.037418,1.891388
11,Baseline,0,0.2,0.970000,1.000000,1.000000,0.030000,0.095162,2.916293,2.462484
11,A,0,0.2,0.970000,0.980000,0.980000,0.010000,0.261242,0.000000,1.381908
11,C1,avg30,0.2,0.970000,,0.667167,-0.302833,,,
11,C2,0,0.2,0.970000,0.950000,0.965000,-0.005000,0.246419,3.020643,2.227331
11,Baseline,0,0.3,0.930000,0.985000,0.985000,0.055000,0.104104,2.891305,2.803147
11,A,0,0.3,0.930000,0.940000,0.935000,0.005000,0.238370,0.000000,2.076295
11,C1,avg30,0.3,0.930000,,0.642667,-0.287333,,,
11,C2,0,0.3,0.930000,0.905000,0.930000,0.000000,0.221653,3.004618,2.657717
11,Baseline,0,0.4,0.845000,0.960000,0.965000,0.120000,0.115185,2.870232,3.188500
11,A,0,0.4,0.845000,0.865000,0.875000,0.030000,0.205411,0.000000,2.746222
11,C1,avg30,0.4,0.845000,,0.612000,-0.233000,,,
11,C2,0,0.4,0.845000,0.835000,0.850000,0.005000,0.154335,2.996013,3.152744
11,Baseline,0,0.5,0.790000,0.870000,0.910000,0.120000,0.090402,2.846853,3.567806
11,A,0,0.5,0.790000,0.800000,0.795000,0.005000,0.136840,0.000000,3.374570
11,C1,avg30,0.5,0.790000,,0.578333,-0.211667,,,
11,C2,0,0.5,0.790000,0.800000,0.800000,0.010000,0.116514,2.996659,3.641439
11,Baseline,0,0.6,0.690000,0.765000,0.825000,0.135000,0.075267,2.830791,3.941062
11,A,0,0.6,0.690000,0.715000,0.710000,0.020000,0.070617,0.000000,3.961825
11,C1,avg30,0.6,0.690000,,0.540833,-0.149167,,,
11,C2,0,0.6,0.690000,0.750000,0.745000,0.055000,0.056835,2.996747,4.143906
11,Baseline,0,0.7,0.620000,0.690000,0.745000,0.125000,0.055067,2.837777,4.321179
11,A,0,0.7,0.620000,0.640000,0.650000,0.030000,0.045903,0.000000,4.507674
11,C1,avg30,0.7,0.620000,,0.506833,-0.113167,,,
11,C2,0,0.7,0.620000,0.675000,0.690000,0.070000,0.064006,3.015523,4.625681
11,Baseline,0,0.8,0.570000,0.630000,0.705000,0.135000,0.091762,2.866517,4.717643
11,A,0,0.8,0.570000,0.615000,0.580000,0.010000,0.088590,0.000000,5.030139
11,C1,avg30,0.8,0.570000,,0.478833,-0.091167,,,
11,C2,0,0.8,0.570000,0.615000,0.655000,0.085000,0.126954,3.057686,5.087295
11,Baseline,0,0.9,0.540000,0.590000,0.645000,0.105000,0.134457,2.895477,5.120196
11,A,0,0.9,0.540000,0.580000,0.520000,-0.020000,0.142156,0.000000,5.538864
11,C1,avg30,0.9,0.540000,,0.453333,-0.086667,,,
11,C2,0,0.9,0.540000,0.585000,0.580000,0.040000,0.124933,3.109470,5.562093
11,Baseline,0,1.0,0.495000,0.545000,0.595000,0.100000,0.186463,2.927232,5.533074
11,A,0,1.0,0.495000,0.550000,0.485000,-0.010000,0.186615,0.000000,6.031003
11,C1,avg30,1.0,0.495000,,0.427167,-0.067833,,,
11,C2,0,1.0,0.495000,0.545000,0.550000,0.055000,0.161709,3.160499,6.023551
12,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.089601,2.632529,1.959926
12,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.256830,0.000000,0.000000
12,C1,avg30,0.0,1.000000,,0.671000,-0.329000,,,
12,C2,0,0.0,1.000000,0.770000,0.770000,-0.230000,0.227197,3.426324,1.940155
12,Baseline,0,0.1,0.995000,1.000000,1.000000,0.005000,0.097726,2.617905,2.076551
12,A,0,0.1,0.995000,0.975000,0.980000,-0.015000,0.250772,0.000000,0.676660
12,C1,avg30,0.1,0.995000,,0.671333,-0.323667,,,
12,C2,0,0.1,0.995000,0.770000,0.770000,-0.225000,0.200269,3.422589,2.031655
12,Baseline,0,0.2,0.940000,1.000000,1.000000,0.060000,0.112281,2.605954,2.320549
12,A,0,0.2,0.940000,0.910000,0.925000,-0.015000,0.205376,0.000000,1.327816
12,C1,avg30,0.2,0.940000,,0.655000,-0.285000,,,
12,C2,0,0.2,0.940000,0.775000,0.755000,-0.185000,0.146099,3.414550,2.339897
12,Baseline,0,0.3,0.875000,0.975000,0.990000,0.115000,0.126674,2.602099,2.665842
12,A,0,0.3,0.875000,0.850000,0.845000,-0.030000,0.132420,0.000000,1.955132
12,C1,avg30,0.3,0.875000,,0.630500,-0.244500,,,
12,C2,0,0.3,0.875000,0.775000,0.720000,-0.155000,0.103222,3.397625,2.764877
12,Baseline,0,0.4,0.800000,0.920000,0.960000,0.160000,0.122826,2.609600,3.084813
12,A,0,0.4,0.800000,0.795000,0.790000,-0.010000,0.106678,0.000000,2.583203
12,C1,avg30,0.4,0.800000,,0.605000,-0.195000,,,
12,C2,0,0.4,0.800000,0.740000,0.665000,-0.135000,0.070615,3.376341,3.263998
12,Baseline,0,0.5,0.720000,0.845000,0.905000,0.185000,0.104491,2.628232,3.550442
12,A,0,0.5,0.720000,0.725000,0.725000,0.005000,0.062495,0.000000,3.224565
12,C1,avg30,0.5,0.720000,,0.575000,-0.145000,,,
12,C2,0,0.5,0.720000,0.665000,0.640000,-0.080000,0.081860,3.368019,3.774582
12,Baseline,0,0.6,0.640000,0.775000,0.875000,0.235000,0.084333,2.674944,4.018602
12,A,0,0.6,0.640000,0.650000,0.650000,0.010000,0.096502,0.000000,3.850344
12,C1,avg30,0.6,0.640000,,0.542667,-0.097333,,,
12,C2,0,0.6,0.640000,0.630000,0.615000,-0.025000,0.091941,3.366570,4.300762
12,Baseline,0,0.7,0.580000,0.715000,0.815000,0.235000,0.069802,2.731508,4.510145
12,A,0,0.7,0.580000,0.630000,0.590000,0.010000,0.124795,0.000000,4.458557
12,C1,avg30,0.7,0.580000,,0.505167,-0.074833,,,
12,C2,0,0.7,0.580000,0.575000,0.595000,0.015000,0.130386,3.377529,4.825849
12,Baseline,0,0.8,0.540000,0.610000,0.755000,0.215000,0.061891,2.791239,5.004387
12,A,0,0.8,0.540000,0.585000,0.525000,-0.015000,0.193893,0.000000,5.040297
12,C1,avg30,0.8,0.540000,,0.476500,-0.063500,,,
12,C2,0,0.8,0.540000,0.550000,0.545000,0.005000,0.166485,3.401806,5.343621
12,Baseline,0,0.9,0.500000,0.565000,0.665000,0.165000,0.103059,2.853738,5.499325
12,A,0,0.9,0.500000,0.520000,0.505000,0.005000,0.209608,0.000000,5.603648
12,C1,avg30,0.9,0.500000,,0.452667,-0.047333,,,
12,C2,0,0.9,0.500000,0.520000,0.530000,0.030000,0.193253,3.430758,5.854433
12,Baseline,0,1.0,0.475000,0.515000,0.615000,0.140000,0.132493,2.910622,6.003269
12,A,0,1.0,0.475000,0.490000,0.475000,0.000000,0.234913,0.000000,6.147286
12,C1,avg30,1.0,0.475000,,0.424000,-0.051000,,,
12,C2,0,1.0,0.475000,0.495000,0.490000,0.015000,0.246441,3.461523,6.351073
13,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.138660,3.449523,2.767306
13,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.249979,0.000000,0.000000
13,C1,avg30,0.0,1.000000,,0.661333,-0.338667,,,
13,C2,0,0.0,1.000000,0.805000,0.805000,-0.195000,0.339194,2.694547,2.015943
13,Baseline,0,0.1,0.975000,1.000000,1.000000,0.025000,0.138545,3.434414,2.783567
13,A,0,0.1,0.975000,0.980000,0.980000,0.005000,0.239882,0.000000,0.748193
13,C1,avg30,0.1,0.975000,,0.661333,-0.313667,,,
13,C2,0,0.1,0.975000,0.730000,0.775000,-0.200000,0.216086,2.683763,2.144466
13,Baseline,0,0.2,0.930000,0.965000,1.000000,0.070000,0.144193,3.404356,2.879376
13,A,0,0.2,0.930000,0.915000,0.925000,-0.005000,0.214932,0.000000,1.458747
13,C1,avg30,0.2,0.930000,,0.637000,-0.293000,,,
13,C2,0,0.2,0.930000,0.715000,0.695000,-0.235000,0.109431,2.658358,2.448357
13,Baseline,0,0.3,0.865000,0.955000,0.990000,0.125000,0.144129,3.373587,3.042375
13,A,0,0.3,0.865000,0.880000,0.875000,0.010000,0.172321,0.000000,2.155622
13,C1,avg30,0.3,0.865000,,0.615167,-0.249833,,,
13,C2,0,0.3,0.865000,0.715000,0.665000,-0.200000,0.100138,2.636873,2.847380
13,Baseline,0,0.4,0.785000,0.900000,0.960000,0.175000,0.131408,3.351636,3.267771
13,A,0,0.4,0.785000,0.780000,0.805000,0.020000,0.134139,0.000000,2.826597
13,C1,avg30,0.4,0.785000,,0.590667,-0.194333,,,
13,C2,0,0.4,0.785000,0.695000,0.645000,-0.140000,0.105256,2.618106,3.304009
13,Baseline,0,0.5,0.715000,0.825000,0.890000,0.175000,0.098377,3.336533,3.572261
13,A,0,0.5,0.715000,0.725000,0.750000,0.035000,0.090962,0.000000,3.467180
13,C1,avg30,0.5,0.715000,,0.565000,-0.150000,,,
13,C2,0,0.5,0.715000,0.665000,0.615000,-0.100000,0.125566,2.602955,3.802901
13,Baseline,0,0.6,0.665000,0.780000,0.845000,0.180000,0.086777,3.327548,3.942745
13,A,0,0.6,0.665000,0.675000,0.670000,0.005000,0.054850,0.000000,4.077260
13,C1,avg30,0.6,0.665000,,0.537000,-0.128000,,,
13,C2,0,0.6,0.665000,0.650000,0.580000,-0.085000,0.159762,2.600226,4.316024
13,Baseline,0,0.7,0.620000,0.735000,0.755000,0.135000,0.042224,3.324244,4.356948
13,A,0,0.7,0.620000,0.635000,0.620000,0.000000,0.060321,0.000000,4.668215
13,C1,avg30,0.7,0.620000,,0.500333,-0.119667,,,
13,C2,0,0.7,0.620000,0.655000,0.575000,-0.045000,0.166924,2.614960,4.840309
13,Baseline,0,0.8,0.570000,0.660000,0.675000,0.105000,0.100903,3.328913,4.826246
13,A,0,0.8,0.570000,0.605000,0.560000,-0.010000,0.129265,0.000000,5.233944
13,C1,avg30,0.8,0.570000,,0.471833,-0.098167,,,
13,C2,0,0.8,0.570000,0.620000,0.565000,-0.005000,0.195173,2.643248,5.367134
13,Baseline,0,0.9,0.530000,0.620000,0.620000,0.090000,0.161023,3.340189,5.324922
13,A,0,0.9,0.530000,0.570000,0.525000,-0.005000,0.169202,0.000000,5.783799
13,C1,avg30,0.9,0.530000,,0.448833,-0.081167,,,
13,C2,0,0.9,0.530000,0.580000,0.530000,0.000000,0.214603,2.676487,5.902240
13,Baseline,0,1.0,0.500000,0.580000,0.615000,0.115000,0.163157,3.357507,5.824956
13,A,0,1.0,0.500000,0.545000,0.490000,-0.010000,0.209354,0.000000,6.327880
13,C1,avg30,1.0,0.500000,,0.429333,-0.070667,,,
13,C2,0,1.0,0.500000,0.560000,0.510000,0.010000,0.245371,2.707408,6.445647
14,Baseline,0,0.0,0.790000,0.845000,1.000000,0.210000,0.149461,3.702821,3.626670
14,A,0,0.0,0.790000,0.790000,0.790000,0.000000,0.458721,0.000000,0.000000
14,C1,avg30,0.0,0.790000,,0.609333,-0.180667,,,
14,C2,0,0.0,0.790000,0.845000,0.845000,0.055000,0.329222,2.208731,1.205040
14,Baseline,0,0.1,0.765000,0.910000,0.960000,0.195000,0.135150,3.703161,3.635737
14,A,0,0.1,0.765000,0.755000,0.770000,0.005000,0.343646,0.000000,0.507919
14,C1,avg30,0.1,0.765000,,0.605667,-0.159333,,,
14,C2,0,0.1,0.765000,0.815000,0.805000,0.040000,0.221702,2.233515,1.278386
14,Baseline,0,0.2,0.725000,0.905000,0.935000,0.210000,0.127716,3.679507,3.704636
14,A,0,0.2,0.725000,0.715000,0.710000,-0.015000,0.153065,0.000000,1.005359
14,C1,avg30,0.2,0.725000,,0.580667,-0.144333,,,
14,C2,0,0.2,0.725000,0.750000,0.730000,0.005000,0.143140,2.288707,1.535828
14,Baseline,0,0.3,0.700000,0.890000,0.925000,0.225000,0.110848,3.634314,3.772590
14,A,0,0.3,0.700000,0.660000,0.690000,-0.010000,0.113110,0.000000,1.505289
14,C1,avg30,0.3,0.700000,,0.552500,-0.147500,,,
14,C2,0,0.3,0.700000,0.670000,0.710000,0.010000,0.120326,2.356852,1.901779
14,Baseline,0,0.4,0.670000,0.870000,0.910000,0.240000,0.111460,3.579358,3.916555
14,A,0,0.4,0.670000,0.620000,0.630000,-0.040000,0.063149,0.000000,2.004658
14,C1,avg30,0.4,0.670000,,0.527167,-0.142833,,,
14,C2,0,0.4,0.670000,0.575000,0.635000,-0.035000,0.083366,2.424724,2.286579
14,Baseline,0,0.5,0.625000,0.790000,0.875000,0.250000,0.098349,3.540844,4.038683
14,A,0,0.5,0.625000,0.545000,0.575000,-0.050000,0.077591,0.000000,2.480876
