seed_model,trial,wrong_trial,pred_t1,correct_t1,cos_div_t2,cos_div_t3,cos_div_mean
0,175,119,3,1,0.9970649470460442,0.626487429911299,0.8117761884786716
0,176,193,4,1,0.811455928808724,0.7883641194690828,0.7999100241389034
0,177,80,4,1,0.21479904606874933,0.060362419906133336,0.13758073298744133
0,178,162,4,1,0.17322858727905432,0.010061057210570712,0.09164482224481252
0,179,128,3,0,0.2915172378864169,0.26664928406962585,0.2790832609780214
0,180,51,1,1,0.26370426676514847,0.15090062719478636,0.20730244697996741
0,181,45,3,1,0.4212311915922303,0.30426380225908944,0.3627474969256599
0,182,38,2,1,0.23973837603208625,0.4016420655210359,0.32069022077656106
0,183,4,1,0,0.42221788834872154,0.2581217643278785,0.3401698263383
0,184,182,2,1,0.006223579857479233,0.03399032194014906,0.020106950898814147
0,185,154,2,0,0.21704378569871186,0.0893014563010952,0.15317262099990353
0,186,69,3,0,0.14421558478751018,0.33151744470697786,0.23786651474724402
0,187,154,2,0,0.10457104534700812,0.22324376625836095,0.16390740580268454
0,188,119,3,1,0.17277143555960972,0.14559379201019373,0.15918261378490173
0,189,192,1,1,0.004245071838626879,0.00214371265272717,0.0031943922456770246
0,190,124,1,1,0.27715223522973886,0.12738932277493775,0.2022707790023383
0,191,94,1,1,0.17990052744914586,0.10575888402391587,0.14282970573653087
0,192,127,1,1,0.049665169859916425,0.051329357862178404,0.050497263861047414
0,193,131,4,1,0.17375732027687874,0.0999277474042668,0.13684253384057277
0,194,58,0,1,0.18049583776267086,0.15008535892123898,0.16529059834195492
0,195,3,0,0,0.8984939543459509,0.5372492880559088,0.7178716212009298
0,196,121,1,1,0.11367317416405343,0.01616165056319463,0.06491741236362403
0,197,60,1,1,0.008107750124509483,0.001840278146419294,0.0049740141354643885
0,198,111,0,1,0.06126331074296487,0.01283173422381434,0.037047522483389606
0,199,47,2,1,0.12763776500094903,0.028560645760282388,0.07809920538061571
1,0,77,1,1,0.021073211107046963,0.013927034170159835,0.0175001226386034
1,1,147,4,0,0.026962828520137982,0.07169364422530478,0.04932823637272138
1,2,108,2,1,0.07090488077107449,0.10906758044769038,0.08998623060938243
1,3,69,4,1,0.03274610685241042,0.0611957448950341,0.04697092587372226
1,4,190,2,1,0.1824227837137875,0.031583611302681724,0.10700319750823462
1,5,167,1,1,0.03150742465349465,0.08301695277302634,0.0572621887132605
1,6,53,2,0,0.05113410687786968,0.018955772362386436,0.03504493962012806
1,7,50,4,0,0.563752281743972,0.8361393627951688,0.6999458222695704
1,8,19,3,0,0.22356210384534114,0.07733248739015752,0.15044729561774933
1,9,50,4,0,0.5925894786501,1.185212222334525,0.8889008504923125
1,10,186,2,1,0.03983195683932461,0.07496949227218241,0.05740072455575351
1,11,118,3,1,0.1636884275765138,0.051982873497757764,0.10783565053713579
1,12,106,4,1,0.046692990116141364,0.08502977057633065,0.06586138034623601
1,13,76,3,1,0.38572951862527416,0.14216861093608468,0.2639490647806794
1,14,12,4,1,0.024219291663738596,0.006441429420282696,0.015330360542010646
1,15,7,4,0,0.020255556237501082,0.038360756191370804,0.029308156214435943
1,16,141,0,1,0.11111469848413458,0.004251437306751815,0.057683067895443196
1,17,158,4,0,0.03050226442270243,0.08324155450763893,0.05687190946517068
1,18,29,2,0,0.06922914312011719,0.14286380703079082,0.106046475075454
1,19,8,3,0,0.22356210384534114,0.07733248739015752,0.15044729561774933
1,20,3,4,1,0.005983200500650265,0.027448940891580342,0.016716070696115304
1,21,134,4,1,0.12546218667756726,0.06679550683622759,0.09612884675689742
1,22,116,4,0,0.0539304915078993,0.15625123043168165,0.10509086096979048
1,23,99,2,1,0.23573625127358855,0.34048477295523416,0.28811051211441135
1,24,50,4,0,0.42162638842779143,0.4335759339953734,0.4276011612115824
1,25,120,0,1,0.13337532832767407,0.003457316186660897,0.06841632225716748
1,26,70,0,1,0.5748014233568848,0.0943209754656904,0.3345611994112876
1,27,175,4,0,0.586631141052822,1.4775711832988156,1.032101162175819
1,28,64,3,1,0.11498984406198154,0.12098060223058593,0.11798522314628374
1,29,53,2,0,0.10008040064376522,0.18299322672057927,0.14153681368217225
1,30,79,1,1,0.06312403728719229,0.07917231542606795,0.07114817635663012
1,31,122,2,1,0.0660575406225844,0.01277203737507615,0.039414788998830275
1,32,184,2,1,0.26439911595853216,0.056448020242007124,0.16042356810026964
